player_name,team,role,match_date,opponent,venue,fantasy_points
Rashid-Khan,GT,BOWL,2024-05-02,RCB,Sawai Mansingh Stadium,49.813877628491994
Rashid-Khan,GT,BOWL,2024-04-14,LSG,Eden Gardens,44.467834906129575
Rashid-Khan,GT,BOWL,2023-05-21,SRH,Sawai Mansingh Stadium,46.04900112764105
Rashid-Khan,GT,BOWL,2024-04-19,SRH,Narendra Modi Stadium,62.9352421986314
Rashid-Khan,GT,BOWL,2024-03-30,CSK,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,55.0493146332457
Rashid-Khan,GT,BOWL,2024-04-08,MI,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,86.08862899073745
Rashid-Khan,GT,BOWL,2024-04-29,DC,Rajiv Gandhi International Stadium,73.94491436378992
Rashid-Khan,GT,BOWL,2023-04-23,LSG,M. Chinnaswamy Stadium,26.78266055115172
Rashid-Khan,GT,BOWL,2024-03-03,MI,M. A. Chidambaram Stadium,31.049606880374686
Rashid-Khan,GT,BOWL,2023-05-16,KKR,Sawai Mansingh Stadium,33.58978435108746
Rashid-Khan,GT,BOWL,2024-05-19,KKR,Eden Gardens,53.51315453614953
Rashid-Khan,GT,BOWL,2024-03-02,RR,Sawai Mansingh Stadium,64.98573033154916
Prasidh Krishna,GT,BOWL,2023-05-12,LSG,M. Chinnaswamy Stadium,60.724819975069565
Prasidh Krishna,GT,BOWL,2024-04-11,LSG,Rajiv Gandhi International Stadium,24.015852731925605
Prasidh Krishna,GT,BOWL,2024-03-10,SRH,Rajiv Gandhi International Stadium,35.76920646743597
Prasidh Krishna,GT,BOWL,2024-04-18,RR,Punjab Cricket Association Stadium,35.33297938988823
Prasidh Krishna,GT,BOWL,2024-03-10,LSG,Punjab Cricket Association Stadium,23.740157290002152
Prasidh Krishna,GT,BOWL,2024-04-15,PBKS,Wankhede Stadium,66.65084928998925
Prasidh Krishna,GT,BOWL,2023-04-30,LSG,Sawai Mansingh Stadium,23.327834294048483
Prasidh Krishna,GT,BOWL,2023-05-11,SRH,M. A. Chidambaram Stadium,41.837796347144895
Prasidh Krishna,GT,BOWL,2024-03-10,KKR,Wankhede Stadium,28.62385330033906
Prasidh Krishna,GT,BOWL,2024-05-24,RCB,Rajiv Gandhi International Stadium,34.75978563051743
Prasidh Krishna,GT,BOWL,2023-04-23,KKR,Wankhede Stadium,17.174949473256046
Prasidh Krishna,GT,BOWL,2023-04-03,LSG,Eden Gardens,24.065111973610314
Prasidh Krishna,GT,BOWL,2023-05-26,RR,M. Chinnaswamy Stadium,37.13640618945693
Prasidh Krishna,GT,BOWL,2024-04-05,PBKS,Rajiv Gandhi International Stadium,61.374609587726304
Prasidh Krishna,GT,BOWL,2023-05-15,KKR,M. A. Chidambaram Stadium,23.406163387529475
Prasidh Krishna,GT,BOWL,2024-05-27,MI,Narendra Modi Stadium,58.52258254548846
Prasidh Krishna,GT,BOWL,2024-04-14,RCB,Arun Jaitley Stadium,43.95434124070284
Prasidh Krishna,GT,BOWL,2023-04-08,RCB,Sawai Mansingh Stadium,27.985271805946024
Prasidh Krishna,GT,BOWL,2024-05-20,LSG,M. A. Chidambaram Stadium,14.277210878418575
Prasidh Krishna,GT,BOWL,2023-05-16,PBKS,Narendra Modi Stadium,42.856991985206385
Prasidh Krishna,GT,BOWL,2024-04-14,KKR,Punjab Cricket Association Stadium,47.791524175688664
Prasidh Krishna,GT,BOWL,2024-03-28,KKR,Narendra Modi Stadium,40.98603437845935
Prasidh Krishna,GT,BOWL,2024-03-29,MI,Narendra Modi Stadium,36.62351630100685
Prasidh Krishna,GT,BOWL,2024-05-02,RR,Punjab Cricket Association Stadium,22.000086674027322
Prasidh Krishna,GT,BOWL,2024-05-26,CSK,Punjab Cricket Association Stadium,16.37857350462862
Jayant Yadav,GT,BOWL,2023-05-02,RCB,Sawai Mansingh Stadium,39.74239343916321
Jayant Yadav,GT,BOWL,2024-04-09,MI,Punjab Cricket Association Stadium,21.790792758580526
Jayant Yadav,GT,BOWL,2024-03-23,RR,Rajiv Gandhi International Stadium,22.025041637637507
Jayant Yadav,GT,BOWL,2024-03-26,LSG,Punjab Cricket Association Stadium,21.63216586965257
Jayant Yadav,GT,BOWL,2024-05-27,SRH,M. Chinnaswamy Stadium,43.35309768018984
Jayant Yadav,GT,BOWL,2023-05-10,MI,Arun Jaitley Stadium,47.6979927986945
Jayant Yadav,GT,BOWL,2024-03-10,RR,Arun Jaitley Stadium,38.71484649550196
Jayant Yadav,GT,BOWL,2024-03-18,LSG,Arun Jaitley Stadium,40.05140679840589
Jayant Yadav,GT,BOWL,2024-04-11,LSG,Narendra Modi Stadium,30.52863825959885
Jayant Yadav,GT,BOWL,2023-05-02,CSK,M. A. Chidambaram Stadium,55.95873407915965
Jayant Yadav,GT,BOWL,2024-05-03,KKR,Arun Jaitley Stadium,18.047962545711723
Jayant Yadav,GT,BOWL,2024-03-14,KKR,Sawai Mansingh Stadium,33.06528947290631
Jayant Yadav,GT,BOWL,2023-05-31,DC,Wankhede Stadium,42.9145269200468
Jayant Yadav,GT,BOWL,2024-04-07,KKR,Rajiv Gandhi International Stadium,29.397786305311058
Jayant Yadav,GT,BOWL,2024-03-02,MI,Eden Gardens,54.493777558621055
Jayant Yadav,GT,BOWL,2024-05-02,DC,Sawai Mansingh Stadium,25.32477352947808
Jayant Yadav,GT,BOWL,2024-03-05,PBKS,M. Chinnaswamy Stadium,29.283494745576508
Jayant Yadav,GT,BOWL,2023-04-08,MI,M. A. Chidambaram Stadium,53.209105122076465
Jayant Yadav,GT,BOWL,2023-05-27,SRH,Rajiv Gandhi International Stadium,29.6234566183505
Jayant Yadav,GT,BOWL,2024-05-27,CSK,Rajiv Gandhi International Stadium,46.8178725542405
Jayant Yadav,GT,BOWL,2024-04-12,DC,Eden Gardens,56.88853256489626
Jayant Yadav,GT,BOWL,2023-04-17,LSG,Rajiv Gandhi International Stadium,36.46994630366852
Jayant Yadav,GT,BOWL,2023-04-09,RCB,Narendra Modi Stadium,29.047354316346077
Rahul Tewatia,GT,AR,2023-04-03,DC,Arun Jaitley Stadium,32.25790650080341
Rahul Tewatia,GT,AR,2024-05-02,KKR,Sawai Mansingh Stadium,21.48284300633582
Rahul Tewatia,GT,AR,2023-04-08,LSG,M. A. Chidambaram Stadium,48.11395241621263
Rahul Tewatia,GT,AR,2024-05-10,DC,Narendra Modi Stadium,52.54578052915891
Rahul Tewatia,GT,AR,2024-03-06,LSG,Arun Jaitley Stadium,21.490467036967253
Rahul Tewatia,GT,AR,2024-04-07,RCB,Arun Jaitley Stadium,50.8916437586682
Rahul Tewatia,GT,AR,2024-04-04,LSG,Eden Gardens,42.539927802566986
Rahul Tewatia,GT,AR,2023-04-25,KKR,Punjab Cricket Association Stadium,9.373905986830398
Rahul Tewatia,GT,AR,2023-04-11,RCB,M. A. Chidambaram Stadium,62.42718892857187
Rahul Tewatia,GT,AR,2024-03-30,RCB,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,6.488079641928196
Rahul Tewatia,GT,AR,2024-05-20,LSG,Sawai Mansingh Stadium,65.80325101145726
Rahul Tewatia,GT,AR,2024-03-29,SRH,Wankhede Stadium,25.293139249347323
Rahul Tewatia,GT,AR,2023-04-18,DC,M. Chinnaswamy Stadium,60.77964411956563
Rahul Tewatia,GT,AR,2024-05-01,SRH,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,23.13752108503417
Rahul Tewatia,GT,AR,2024-04-10,SRH,Sawai Mansingh Stadium,12.46932561193821
Rahul Tewatia,GT,AR,2023-05-01,MI,M. Chinnaswamy Stadium,36.7938495733434
Rahul Tewatia,GT,AR,2023-05-17,MI,Sawai Mansingh Stadium,45.964298794342106
Rahul Tewatia,GT,AR,2024-04-17,KKR,Sawai Mansingh Stadium,42.16833396066861
Rahul Tewatia,GT,AR,2024-04-12,DC,Sawai Mansingh Stadium,26.386341492731237
Rahul Tewatia,GT,AR,2023-05-31,RCB,M. A. Chidambaram Stadium,66.50528462060092
Rahul Tewatia,GT,AR,2024-04-28,MI,M. Chinnaswamy Stadium,16.585167161823996
Rahul Tewatia,GT,AR,2024-03-19,LSG,M. Chinnaswamy Stadium,35.26650019080301
Rahul Tewatia,GT,AR,2024-03-19,SRH,M. Chinnaswamy Stadium,49.440768369204854
Rahul Tewatia,GT,AR,2024-03-26,DC,Rajiv Gandhi International Stadium,30.604543154605846
Kagiso Rabada,GT,BOWL,2023-05-11,LSG,Eden Gardens,63.7314694994864
Kagiso Rabada,GT,BOWL,2024-03-04,CSK,Arun Jaitley Stadium,63.042079264049356
Kagiso Rabada,GT,BOWL,2023-05-05,LSG,Narendra Modi Stadium,34.67283372794214
Kagiso Rabada,GT,BOWL,2024-04-30,PBKS,Punjab Cricket Association Stadium,42.63431050971409
Kagiso Rabada,GT,BOWL,2023-05-29,LSG,Arun Jaitley Stadium,33.624074346193474
Kagiso Rabada,GT,BOWL,2024-05-10,LSG,Wankhede Stadium,44.45426013577925
Kagiso Rabada,GT,BOWL,2023-04-10,RR,M. Chinnaswamy Stadium,40.44841112337792
Kagiso Rabada,GT,BOWL,2024-05-10,MI,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,19.44722200257194
Kagiso Rabada,GT,BOWL,2023-03-31,RCB,Sawai Mansingh Stadium,36.611516855696706
Kagiso Rabada,GT,BOWL,2024-04-10,RR,M. A. Chidambaram Stadium,50.45211939726747
Kagiso Rabada,GT,BOWL,2024-05-12,SRH,Sawai Mansingh Stadium,48.424897357144005
Kagiso Rabada,GT,BOWL,2024-04-18,MI,M. Chinnaswamy Stadium,92.40474777187306
Kagiso Rabada,GT,BOWL,2024-05-24,PBKS,Arun Jaitley Stadium,46.830789312966274
Kagiso Rabada,GT,BOWL,2024-03-06,PBKS,Sawai Mansingh Stadium,33.0954358811513
Kagiso Rabada,GT,BOWL,2023-05-06,CSK,Eden Gardens,25.523288788546598
Kagiso Rabada,GT,BOWL,2023-04-07,MI,Wankhede Stadium,40.508644073137596
Kagiso Rabada,GT,BOWL,2024-04-24,MI,Wankhede Stadium,39.56314866624077
Kagiso Rabada,GT,BOWL,2023-05-12,RR,Punjab Cricket Association Stadium,57.32805201264928
Kagiso Rabada,GT,BOWL,2024-03-25,LSG,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,50.28110157108891
Kagiso Rabada,GT,BOWL,2024-04-09,RR,Punjab Cricket Association Stadium,55.090321996185054
Kagiso Rabada,GT,BOWL,2023-05-03,KKR,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,36.031007599787515
Kagiso Rabada,GT,BOWL,2024-03-17,PBKS,Narendra Modi Stadium,37.946544563939376
Kagiso Rabada,GT,BOWL,2024-03-17,LSG,M. A. Chidambaram Stadium,43.38732138126423
Kagiso Rabada,GT,BOWL,2023-04-24,RR,M. Chinnaswamy Stadium,46.512950944452705
Kagiso Rabada,GT,BOWL,2024-04-14,CSK,M. Chinnaswamy Stadium,60.08368813763654
Kagiso Rabada,GT,BOWL,2024-05-09,MI,Rajiv Gandhi International Stadium,90.11030595357697
Kagiso Rabada,GT,BOWL,2023-05-29,RR,Sawai Mansingh Stadium,29.358414906719343
Jos Buttler,GT,WK,2024-05-26,SRH,M. Chinnaswamy Stadium,60.02947641149928
Jos Buttler,GT,WK,2024-05-02,PBKS,Arun Jaitley Stadium,42.69705917769335
Jos Buttler,GT,WK,2023-05-03,LSG,Rajiv Gandhi International Stadium,65.80141553997467
Jos Buttler,GT,WK,2024-03-01,CSK,Arun Jaitley Stadium,52.56547783545936
Jos Buttler,GT,WK,2024-04-05,CSK,M. A. Chidambaram Stadium,49.69129761825887
Jos Buttler,GT,WK,2023-05-23,PBKS,Punjab Cricket Association Stadium,49.479974759347044
Jos Buttler,GT,WK,2023-05-19,KKR,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,40.392687143415465
Jos Buttler,GT,WK,2023-05-26,MI,Narendra Modi Stadium,91.33283445492854
Jos Buttler,GT,WK,2023-04-05,RCB,Wankhede Stadium,51.00651872110831
Jos Buttler,GT,WK,2023-04-09,RR,M. A. Chidambaram Stadium,46.78826924336904
Jos Buttler,GT,WK,2024-05-03,MI,Arun Jaitley Stadium,45.44679042543524
Jos Buttler,GT,WK,2024-03-16,RCB,M. Chinnaswamy Stadium,50.152217907752224
Jos Buttler,GT,WK,2024-04-29,RCB,Arun Jaitley Stadium,70.11554076461279
Jos Buttler,GT,WK,2023-04-22,LSG,Narendra Modi Stadium,70.72827767146187
Jos Buttler,GT,WK,2024-03-13,MI,Punjab Cricket Association Stadium,61.404163162497454
Jos Buttler,GT,WK,2023-05-04,SRH,Rajiv Gandhi International Stadium,39.87721860928851
Jos Buttler,GT,WK,2024-03-27,LSG,Punjab Cricket Association Stadium,54.18006035789495
Jos Buttler,GT,WK,2024-05-04,RR,M. Chinnaswamy Stadium,77.55681847421825
Jos Buttler,GT,WK,2024-05-02,SRH,Sawai Mansingh Stadium,32.18152834241323
Jos Buttler,GT,WK,2024-05-25,RCB,Arun Jaitley Stadium,56.39688643940084
Jos Buttler,GT,WK,2023-05-30,SRH,Punjab Cricket Association Stadium,64.1946825649844
Jos Buttler,GT,WK,2024-05-18,LSG,Eden Gardens,44.60504582901423
Jos Buttler,GT,WK,2023-05-30,LSG,Rajiv Gandhi International Stadium,26.161077836856016
Jos Buttler,GT,WK,2024-03-13,RCB,Punjab Cricket Association Stadium,76.75826937782878
Jos Buttler,GT,WK,2023-05-11,RCB,Sawai Mansingh Stadium,72.53385579158736
Jos Buttler,GT,WK,2023-05-28,RCB,Eden Gardens,23.804970645122975
Jos Buttler,GT,WK,2024-05-05,KKR,Wankhede Stadium,55.488626810229206
Jos Buttler,GT,WK,2024-05-06,MI,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,57.904540255136716
Ishant Sharma,GT,BOWL,2024-04-13,PBKS,Narendra Modi Stadium,59.004344988484355
Ishant Sharma,GT,BOWL,2024-05-13,RCB,M. A. Chidambaram Stadium,58.441130562951486
Ishant Sharma,GT,BOWL,2024-05-05,CSK,M. A. Chidambaram Stadium,56.9249848214268
Ishant Sharma,GT,BOWL,2024-04-12,LSG,Eden Gardens,28.786397214050822
Ishant Sharma,GT,BOWL,2023-05-16,DC,Eden Gardens,75.65561926104952
Ishant Sharma,GT,BOWL,2024-04-20,MI,Arun Jaitley Stadium,56.84940706421245
Ishant Sharma,GT,BOWL,2023-05-29,SRH,Wankhede Stadium,20.78751028836551
Ishant Sharma,GT,BOWL,2024-04-27,CSK,Wankhede Stadium,28.277736130767195
Ishant Sharma,GT,BOWL,2024-04-12,MI,Punjab Cricket Association Stadium,49.038418730291426
Ishant Sharma,GT,BOWL,2023-05-05,RCB,Sawai Mansingh Stadium,13.354916507664907
Ishant Sharma,GT,BOWL,2024-03-09,RCB,Narendra Modi Stadium,15.460676884481613
Ishant Sharma,GT,BOWL,2024-03-08,SRH,Rajiv Gandhi International Stadium,31.10699094349392
Ishant Sharma,GT,BOWL,2023-05-04,RCB,Rajiv Gandhi International Stadium,49.337195846436735
Ishant Sharma,GT,BOWL,2024-03-06,MI,Narendra Modi Stadium,40.9379342304563
Ishant Sharma,GT,BOWL,2024-03-20,RR,M. A. Chidambaram Stadium,57.99063554863566
Ishant Sharma,GT,BOWL,2024-05-10,MI,Sawai Mansingh Stadium,21.13665863559136
Ishant Sharma,GT,BOWL,2023-04-05,DC,M. Chinnaswamy Stadium,31.906615345384566
Ishant Sharma,GT,BOWL,2024-04-18,DC,M. Chinnaswamy Stadium,52.61359188087012
Ishant Sharma,GT,BOWL,2024-05-16,KKR,M. Chinnaswamy Stadium,58.92324730125783
Ishant Sharma,GT,BOWL,2023-04-24,KKR,Narendra Modi Stadium,31.646462678623422
Ishant Sharma,GT,BOWL,2023-04-14,KKR,Rajiv Gandhi International Stadium,34.14643717064043
Ishant Sharma,GT,BOWL,2024-04-21,RR,Narendra Modi Stadium,78.23786667029843
Ishant Sharma,GT,BOWL,2024-03-23,DC,Punjab Cricket Association Stadium,17.994133780238602
Ishant Sharma,GT,BOWL,2023-04-10,DC,Narendra Modi Stadium,31.754352585535504
Ishant Sharma,GT,BOWL,2024-05-26,RR,M. Chinnaswamy Stadium,26.439859520724934
Harshit Rana,KKR,BOWL,2023-04-22,MI,Wankhede Stadium,34.19142063890371
Harshit Rana,KKR,BOWL,2024-05-03,CSK,Sawai Mansingh Stadium,26.305756968410098
Harshit Rana,KKR,BOWL,2023-05-17,GT,M. A. Chidambaram Stadium,32.474572708615696
Harshit Rana,KKR,BOWL,2023-04-24,RCB,M. Chinnaswamy Stadium,71.8799851857675
Harshit Rana,KKR,BOWL,2023-05-06,DC,Wankhede Stadium,81.36850584458938
Harshit Rana,KKR,BOWL,2024-05-08,RCB,Punjab Cricket Association Stadium,41.988874110688215
Harshit Rana,KKR,BOWL,2023-04-01,SRH,Rajiv Gandhi International Stadium,42.291133920822546
Harshit Rana,KKR,BOWL,2024-03-21,DC,Arun Jaitley Stadium,37.22489296881975
Harshit Rana,KKR,BOWL,2023-04-20,PBKS,Sawai Mansingh Stadium,44.000285643220955
Harshit Rana,KKR,BOWL,2024-03-27,CSK,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,28.402625749208987
Harshit Rana,KKR,BOWL,2024-03-31,MI,M. A. Chidambaram Stadium,34.77049109968083
Harshit Rana,KKR,BOWL,2024-03-16,RCB,Eden Gardens,44.51526050532997
Harshit Rana,KKR,BOWL,2024-03-13,MI,Narendra Modi Stadium,51.876783308322665
Harshit Rana,KKR,BOWL,2023-04-25,DC,Wankhede Stadium,83.77327843268249
Harshit Rana,KKR,BOWL,2024-05-21,RCB,M. Chinnaswamy Stadium,33.450510122543356
Harshit Rana,KKR,BOWL,2024-04-19,RR,Wankhede Stadium,26.382036706405927
Harshit Rana,KKR,BOWL,2024-05-17,DC,M. A. Chidambaram Stadium,59.4066624875005
Harshit Rana,KKR,BOWL,2024-03-28,LSG,Arun Jaitley Stadium,29.12050550370072
Harshit Rana,KKR,BOWL,2023-04-20,GT,Wankhede Stadium,61.84049772888851
Harshit Rana,KKR,BOWL,2023-04-25,PBKS,Sawai Mansingh Stadium,58.23352644637042
Harshit Rana,KKR,BOWL,2024-03-11,PBKS,Wankhede Stadium,41.64722950105351
Harshit Rana,KKR,BOWL,2023-04-08,RCB,Wankhede Stadium,49.78232205363146
Harshit Rana,KKR,BOWL,2024-04-01,RCB,Punjab Cricket Association Stadium,37.45542700521422
Harshit Rana,KKR,BOWL,2024-05-26,CSK,Rajiv Gandhi International Stadium,49.206167114171926
Harshit Rana,KKR,BOWL,2023-04-17,GT,Punjab Cricket Association Stadium,34.99960745642811
Harshit Rana,KKR,BOWL,2024-04-06,GT,Rajiv Gandhi International Stadium,30.657215488826775
Angkrish Raghuvanshi,KKR,BAT,2024-05-03,RCB,Punjab Cricket Association Stadium,19.799836421683644
Angkrish Raghuvanshi,KKR,BAT,2024-04-14,MI,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,22.470154904137118
Angkrish Raghuvanshi,KKR,BAT,2024-05-22,MI,Arun Jaitley Stadium,22.44123279202098
Angkrish Raghuvanshi,KKR,BAT,2023-04-18,SRH,Punjab Cricket Association Stadium,29.712477133651326
Angkrish Raghuvanshi,KKR,BAT,2024-05-23,SRH,Narendra Modi Stadium,3.4380393643384246
Angkrish Raghuvanshi,KKR,BAT,2023-04-08,RCB,Punjab Cricket Association Stadium,47.231001570100126
Angkrish Raghuvanshi,KKR,BAT,2024-03-06,RR,Punjab Cricket Association Stadium,47.85821829083402
Angkrish Raghuvanshi,KKR,BAT,2023-05-28,MI,M. A. Chidambaram Stadium,23.63490420312229
Angkrish Raghuvanshi,KKR,BAT,2023-04-12,MI,Eden Gardens,4.4234767967859945
Angkrish Raghuvanshi,KKR,BAT,2024-05-20,RR,M. A. Chidambaram Stadium,24.684975215988015
Angkrish Raghuvanshi,KKR,BAT,2024-03-15,LSG,M. Chinnaswamy Stadium,40.96102137103564
Angkrish Raghuvanshi,KKR,BAT,2024-03-09,LSG,Arun Jaitley Stadium,37.218706164617416
Angkrish Raghuvanshi,KKR,BAT,2023-05-13,GT,M. A. Chidambaram Stadium,34.92073147463563
Angkrish Raghuvanshi,KKR,BAT,2023-05-28,LSG,M. Chinnaswamy Stadium,56.92555367377401
Angkrish Raghuvanshi,KKR,BAT,2024-03-24,MI,Rajiv Gandhi International Stadium,25.626364617820776
Angkrish Raghuvanshi,KKR,BAT,2023-05-07,LSG,Punjab Cricket Association Stadium,33.7820043666699
Angkrish Raghuvanshi,KKR,BAT,2023-05-14,SRH,M. Chinnaswamy Stadium,43.670274462398424
Angkrish Raghuvanshi,KKR,BAT,2024-05-17,SRH,Narendra Modi Stadium,19.24150587902351
Angkrish Raghuvanshi,KKR,BAT,2024-04-05,RCB,Eden Gardens,27.327995336878946
Angkrish Raghuvanshi,KKR,BAT,2023-04-29,LSG,Narendra Modi Stadium,27.150321838247795
Angkrish Raghuvanshi,KKR,BAT,2024-03-30,LSG,Eden Gardens,47.34111306712595
Angkrish Raghuvanshi,KKR,BAT,2024-05-16,MI,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,49.729569305761544
Angkrish Raghuvanshi,KKR,BAT,2023-04-22,CSK,Punjab Cricket Association Stadium,38.87521185865285
Vaibhav Arora,KKR,BOWL,2024-03-09,RCB,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,32.213791075332736
Vaibhav Arora,KKR,BOWL,2024-05-08,PBKS,Narendra Modi Stadium,34.55681290722754
Vaibhav Arora,KKR,BOWL,2023-04-12,RCB,Arun Jaitley Stadium,21.54263315660041
Vaibhav Arora,KKR,BOWL,2024-05-02,DC,Eden Gardens,68.04268313578068
Vaibhav Arora,KKR,BOWL,2024-04-15,PBKS,Narendra Modi Stadium,28.941386477486702
Vaibhav Arora,KKR,BOWL,2023-05-03,DC,Rajiv Gandhi International Stadium,52.12579351116379
Vaibhav Arora,KKR,BOWL,2023-04-30,DC,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,25.020707654029952
Vaibhav Arora,KKR,BOWL,2024-03-22,LSG,Narendra Modi Stadium,23.19699114148523
Vaibhav Arora,KKR,BOWL,2024-04-15,RR,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,47.359048454802995
Vaibhav Arora,KKR,BOWL,2023-05-07,LSG,Narendra Modi Stadium,22.945329660554012
Vaibhav Arora,KKR,BOWL,2023-04-23,RCB,M. Chinnaswamy Stadium,27.06293538571299
Vaibhav Arora,KKR,BOWL,2024-05-22,CSK,Arun Jaitley Stadium,32.96909653763032
Vaibhav Arora,KKR,BOWL,2024-03-10,PBKS,Sawai Mansingh Stadium,14.627544579131916
Vaibhav Arora,KKR,BOWL,2023-05-10,MI,Arun Jaitley Stadium,44.14279490070492
Vaibhav Arora,KKR,BOWL,2024-03-29,MI,M. A. Chidambaram Stadium,20.46409285918681
Vaibhav Arora,KKR,BOWL,2024-04-27,PBKS,Sawai Mansingh Stadium,34.93866559882978
Vaibhav Arora,KKR,BOWL,2024-05-01,DC,M. Chinnaswamy Stadium,24.214349539407387
Vaibhav Arora,KKR,BOWL,2024-05-09,GT,M. Chinnaswamy Stadium,45.046736119531275
Vaibhav Arora,KKR,BOWL,2024-04-01,CSK,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,45.25729180801086
Vaibhav Arora,KKR,BOWL,2024-03-31,MI,Narendra Modi Stadium,33.515394495471284
Vaibhav Arora,KKR,BOWL,2024-03-29,MI,Sawai Mansingh Stadium,40.95755884319425
Vaibhav Arora,KKR,BOWL,2024-04-23,MI,Eden Gardens,30.106741250243175
Vaibhav Arora,KKR,BOWL,2024-05-19,PBKS,Arun Jaitley Stadium,24.404913992101207
Luvnith Sisodia,KKR,WK,2024-03-18,RCB,Punjab Cricket Association Stadium,29.409681787575078
Luvnith Sisodia,KKR,WK,2024-05-28,PBKS,Eden Gardens,26.841507763300726
Luvnith Sisodia,KKR,WK,2024-04-01,MI,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,29.069714786379038
Luvnith Sisodia,KKR,WK,2023-04-22,CSK,Eden Gardens,30.17354251889192
Luvnith Sisodia,KKR,WK,2024-05-16,MI,Rajiv Gandhi International Stadium,24.43485343826505
Luvnith Sisodia,KKR,WK,2023-05-13,LSG,Narendra Modi Stadium,28.59085416518623
Luvnith Sisodia,KKR,WK,2024-04-26,RR,Punjab Cricket Association Stadium,14.987389328182255
Luvnith Sisodia,KKR,WK,2024-05-02,PBKS,Eden Gardens,26.65243616819827
Luvnith Sisodia,KKR,WK,2023-04-11,RCB,M. Chinnaswamy Stadium,21.845119693218614
Luvnith Sisodia,KKR,WK,2024-03-11,CSK,Wankhede Stadium,26.549301745747997
Luvnith Sisodia,KKR,WK,2023-05-25,PBKS,Arun Jaitley Stadium,12.545295913519887
Luvnith Sisodia,KKR,WK,2024-05-09,MI,M. Chinnaswamy Stadium,31.184004015974946
Luvnith Sisodia,KKR,WK,2024-03-21,DC,Arun Jaitley Stadium,41.43728830778608
Luvnith Sisodia,KKR,WK,2024-03-07,MI,Arun Jaitley Stadium,22.855642742507733
Luvnith Sisodia,KKR,WK,2024-04-19,PBKS,Wankhede Stadium,31.22310444255302
Luvnith Sisodia,KKR,WK,2023-05-12,MI,Wankhede Stadium,32.903672028027415
Luvnith Sisodia,KKR,WK,2024-03-14,LSG,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,33.54145386762883
Luvnith Sisodia,KKR,WK,2024-04-02,SRH,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,11.741023728053678
Luvnith Sisodia,KKR,WK,2024-03-07,DC,M. Chinnaswamy Stadium,30.958562367889773
Luvnith Sisodia,KKR,WK,2024-05-27,GT,M. A. Chidambaram Stadium,10.870876062525205
Luvnith Sisodia,KKR,WK,2024-05-19,GT,Eden Gardens,10.689552887541868
Mayank Markande,KKR,BOWL,2024-05-25,PBKS,Wankhede Stadium,30.101471910635937
Mayank Markande,KKR,BOWL,2023-04-05,CSK,Narendra Modi Stadium,49.88380184001371
Mayank Markande,KKR,BOWL,2024-04-16,DC,Sawai Mansingh Stadium,45.777134567144024
Mayank Markande,KKR,BOWL,2023-04-09,SRH,Sawai Mansingh Stadium,23.07640354986729
Mayank Markande,KKR,BOWL,2024-05-27,PBKS,Punjab Cricket Association Stadium,10.731558939942197
Mayank Markande,KKR,BOWL,2024-05-11,DC,Narendra Modi Stadium,42.82830471323929
Mayank Markande,KKR,BOWL,2024-03-08,PBKS,Narendra Modi Stadium,17.199950656953582
Mayank Markande,KKR,BOWL,2024-03-14,GT,Wankhede Stadium,26.784990357962435
Mayank Markande,KKR,BOWL,2023-05-15,LSG,Narendra Modi Stadium,19.791612212659032
Mayank Markande,KKR,BOWL,2023-05-14,DC,M. Chinnaswamy Stadium,31.729288346638448
Mayank Markande,KKR,BOWL,2024-03-04,DC,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,23.631381160839545
Mayank Markande,KKR,BOWL,2023-04-11,LSG,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,26.1627511555574
Mayank Markande,KKR,BOWL,2023-04-20,CSK,Eden Gardens,46.22525036198535
Mayank Markande,KKR,BOWL,2024-04-23,DC,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,19.358207181027943
Mayank Markande,KKR,BOWL,2023-05-25,RCB,M. A. Chidambaram Stadium,26.409693756404618
